Month,Book_ID,Book_Name,Author,ISBN,Category,Branch_Name,Current_Stock,Daily_Sales,Monthly_Sales,Rating,View_Count,Search_Count,Avg_Event_Score,CategoryScore,Branch_Demand_Score,Trend_Score,Trend_Label
2025-01,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,62.0,9.61,285,3.9,52.22,9.97,9.3,70,59.01,58.78,Low Demand
2025-02,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,30.0,8.0,246,3.85,43.6,15.09,9.2,70,50.57,61.71,Low Demand
2025-03,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,81.0,12.95,303,3.96,42.26,16.18,10.2,70,78.96,57.65,Low Demand
2025-04,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,75.0,12.59,363,3.92,32.42,13.32,22.7,70,77.15,60.86,Low Demand
2025-05,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,44.0,10.4,317,3.98,50.74,13.59,19.2,70,78.1,62.21,Low Demand
2025-06,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,96.0,10.6,305,4.06,53.52,16.77,8.8,70,84.24,57.02,Low Demand
2025-07,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,75.0,9.49,301,3.74,39.38,13.66,10.2,70,67.85,58.06,Low Demand
2025-08,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,25.0,12.32,403,3.92,57.74,20.43,8.9,70,72.11,66.4,Moderate Demand
2025-09,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,71.0,9.7,385,4.26,61.05,18.3,29.4,70,62.21,62.49,Low Demand
2025-10,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,51.0,13.16,376,3.99,51.4,14.83,8.5,70,71.07,63.95,Moderate Demand
2025-11,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,32.0,9.81,299,4.0,33.56,12.37,9.0,70,53.51,62.77,Low Demand
2025-12,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Galle,41.0,13.83,345,4.07,54.61,15.53,9.1,70,80.19,63.99,Moderate Demand
2025-01,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,95.0,13.79,456,3.85,50.11,21.42,9.1,70,72.76,63.38,Moderate Demand
2025-02,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,26.0,9.95,412,3.79,84.36,11.97,9.2,70,95.68,68.36,Moderate Demand
2025-03,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,84.0,15.95,503,4.32,65.89,14.74,9.1,70,74.67,65.11,Moderate Demand
2025-04,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,55.0,24.66,574,4.0,93.97,27.53,23.5,70,92.8,71.12,High Demand
2025-05,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,41.0,15.26,506,3.85,63.21,24.81,17.2,70,69.17,69.58,Moderate Demand
2025-06,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,54.0,13.52,478,4.12,74.91,20.64,10.2,70,90.04,68.2,Moderate Demand
2025-07,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,37.0,12.83,499,3.91,69.39,21.77,7.9,70,67.85,69.04,Moderate Demand
2025-08,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,68.0,16.83,635,3.85,94.56,24.39,11.1,70,108.76,70.67,Moderate Demand
2025-09,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,85.0,19.01,601,3.91,78.92,23.62,29.2,70,97.02,69.66,Moderate Demand
2025-10,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,53.0,14.7,570,3.78,61.73,26.89,10.6,70,58.92,69.69,Moderate Demand
2025-11,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,79.0,19.61,469,3.83,65.12,22.91,10.8,70,60.18,64.72,Moderate Demand
2025-12,BK002,Viragaya,Martin Wickramasinghe,978-955-1234-01-2,Novel,Kandy,46.0,16.41,517,4.12,73.11,19.47,10.5,70,84.3,68.88,Moderate Demand
2025-01,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,29.0,14.98,456,3.7,49.47,16.46,10.2,70,71.96,65.02,Moderate Demand
2025-02,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,37.0,17.73,399,3.65,58.65,20.98,9.3,70,95.33,63.02,Moderate Demand
2025-03,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,36.0,20.45,505,3.89,52.58,23.53,8.7,70,65.47,66.09,Moderate Demand
2025-04,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,31.0,18.89,588,3.8,87.29,28.5,21.5,70,81.92,70.57,Moderate Demand
2025-05,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,42.0,16.53,485,3.65,69.65,18.54,19.1,70,74.53,64.43,Moderate Demand
2025-06,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,88.0,16.87,450,3.47,64.64,21.09,8.8,70,76.28,59.11,Low Demand
2025-07,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,95.0,15.19,487,3.63,93.94,24.81,9.4,70,96.62,58.88,Low Demand
2025-08,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,94.0,13.21,587,3.87,85.4,28.1,8.2,70,81.49,62.79,Moderate Demand
2025-09,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,109.0,21.56,582,3.56,87.43,37.22,29.7,70,62.0,63.69,Moderate Demand
2025-10,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,44.0,23.38,629,4.02,102.94,37.05,6.8,70,109.11,69.67,Moderate Demand
2025-11,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,83.0,16.06,450,3.67,67.07,21.05,7.5,70,78.75,58.89,Low Demand
2025-12,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Colombo,58.0,14.86,529,3.48,71.92,20.15,8.0,70,60.13,64.72,Moderate Demand
2025-01,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,35.0,12.69,407,3.63,70.35,21.27,9.5,70,61.48,62.71,Low Demand
2025-02,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,88.0,11.44,356,3.89,65.43,16.91,9.4,70,64.35,57.32,Low Demand
2025-03,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,99.0,13.78,450,3.58,32.29,26.72,8.5,70,73.77,57.47,Low Demand
2025-04,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,81.0,20.14,495,3.76,65.55,17.91,24.3,70,87.2,62.29,Low Demand
2025-05,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,106.0,18.33,451,3.79,61.16,18.55,20.5,70,69.17,58.1,Low Demand
2025-06,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,84.0,14.96,403,3.62,55.88,24.87,8.5,70,63.93,57.58,Low Demand
2025-07,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,57.0,15.45,438,3.83,77.17,21.38,8.0,70,59.94,61.63,Low Demand
2025-08,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,89.0,20.43,568,3.89,73.22,29.65,11.3,70,79.13,62.65,Low Demand
2025-09,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,94.0,18.0,541,3.8,90.48,27.46,28.8,70,81.47,62.75,Low Demand
2025-10,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,66.0,17.86,561,3.42,72.82,22.69,8.9,70,86.88,65.32,Moderate Demand
2025-11,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,42.0,12.49,423,3.74,61.57,23.26,10.5,70,45.87,63.39,Moderate Demand
2025-12,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Galle,45.0,15.15,459,3.8,76.08,17.43,8.2,70,62.93,63.25,Moderate Demand
2025-01,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,103.0,33.09,741,3.84,93.89,31.93,11.6,70,102.6,67.69,Moderate Demand
2025-02,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,90.0,26.73,652,3.96,103.61,47.63,8.8,70,120.25,68.65,Moderate Demand
2025-03,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,100.0,24.58,809,3.72,94.07,36.31,10.8,70,115.25,70.32,Moderate Demand
2025-04,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,99.0,27.78,906,3.69,114.57,47.92,21.7,70,68.75,74.91,High Demand
2025-05,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,104.0,22.65,823,3.37,134.7,28.19,20.0,70,68.24,70.34,Moderate Demand
2025-06,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,33.0,25.03,706,3.51,111.44,40.51,9.3,70,102.62,74.31,High Demand
2025-07,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,104.0,25.8,750,3.89,87.47,26.13,9.0,70,95.88,68.17,Moderate Demand
2025-08,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,84.0,22.4,920,3.53,103.45,35.95,10.9,70,109.77,75.28,High Demand
2025-09,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,88.0,32.84,910,3.64,204.69,38.06,26.7,70,146.57,76.08,High Demand
2025-10,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,99.0,28.58,981,3.43,126.69,38.3,10.1,70,93.64,75.56,High Demand
2025-11,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,68.0,31.73,766,3.64,92.74,26.11,9.0,70,117.93,72.15,High Demand
2025-12,BK003,Gamperaliya,Martin Wickramasinghe,978-955-1234-02-9,Novel,Kandy,48.0,28.99,847,3.5,135.7,38.36,10.8,70,107.2,78.27,High Demand
2025-01,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,83.0,18.09,434,4.67,52.13,18.03,10.4,60,72.06,68.34,Moderate Demand
2025-02,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,32.0,13.17,400,4.57,60.36,19.66,9.3,60,52.58,73.69,High Demand
2025-03,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,64.0,15.25,497,4.66,78.88,17.17,8.5,60,68.0,73.12,High Demand
2025-04,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,80.0,20.39,582,4.36,105.44,21.8,20.7,60,116.15,74.16,High Demand
2025-05,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,109.0,18.95,498,4.57,65.66,22.16,19.2,60,86.31,68.33,Moderate Demand
2025-06,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,28.0,15.53,425,4.71,74.93,20.97,11.2,60,91.18,73.86,High Demand
2025-07,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,102.0,11.73,460,4.11,65.03,18.28,12.0,60,90.02,68.44,Moderate Demand
2025-08,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,34.0,16.43,494,4.49,67.33,22.34,11.7,60,82.35,75.44,High Demand
2025-09,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,50.0,17.1,511,4.57,77.84,22.28,31.6,60,99.29,75.52,High Demand
2025-10,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,85.0,14.62,489,4.71,62.41,26.37,8.0,60,88.53,70.79,High Demand
2025-11,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,53.0,13.67,461,4.67,73.91,23.37,11.8,60,80.53,72.93,High Demand
2025-12,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Colombo,98.0,24.6,569,4.67,82.54,27.24,11.2,60,86.46,72.54,High Demand
2025-01,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,47.0,20.39,677,4.65,80.17,35.66,8.4,60,86.82,80.0,High Demand
2025-02,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,84.0,18.68,611,4.7,101.09,25.32,10.1,60,103.02,76.39,High Demand
2025-03,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,47.0,27.39,766,4.55,96.67,39.11,10.4,60,101.76,82.32,High Demand
2025-04,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,90.0,30.53,896,4.57,117.06,45.35,22.0,60,140.44,86.47,High Demand
2025-05,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,74.0,23.82,748,4.42,100.5,31.88,21.1,60,99.1,81.18,High Demand
2025-06,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,57.0,28.55,756,4.56,136.81,39.66,10.9,60,91.2,84.62,High Demand
2025-07,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,63.0,25.5,730,4.56,107.98,28.15,11.8,60,71.24,82.05,High Demand
2025-08,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,74.0,28.08,820,4.82,144.83,50.26,9.1,60,124.29,84.53,High Demand
2025-09,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,104.0,30.49,786,4.41,143.09,37.18,29.6,60,154.13,79.4,High Demand
2025-10,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,95.0,27.83,823,4.64,115.22,27.37,10.2,60,109.41,79.58,High Demand
2025-11,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,105.0,22.02,738,4.54,100.63,27.77,8.8,60,66.62,77.7,High Demand
2025-12,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Galle,119.0,26.21,838,4.59,108.7,33.53,10.4,60,130.59,82.07,High Demand
2025-01,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,45.0,5.88,200,4.75,31.73,9.1,9.5,60,54.99,64.26,Moderate Demand
2025-02,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,98.0,7.1,192,4.59,34.69,10.88,9.5,60,70.06,60.21,Low Demand
2025-03,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,105.0,5.98,227,4.43,39.92,11.59,10.2,60,67.32,59.26,Low Demand
2025-04,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,82.0,5.92,258,4.6,29.58,14.28,18.5,60,74.79,63.09,Moderate Demand
2025-05,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,90.0,7.24,221,4.71,37.28,10.37,19.9,60,64.26,59.54,Low Demand
2025-06,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,35.0,5.46,212,4.64,37.75,8.65,9.6,60,60.33,65.22,Moderate Demand
2025-07,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,65.0,4.66,216,4.69,42.59,10.8,9.6,60,73.88,62.84,Moderate Demand
2025-08,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,60.0,7.92,231,4.38,36.16,12.89,9.0,60,60.97,62.86,Moderate Demand
2025-09,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,96.0,6.45,220,4.72,34.55,6.55,28.4,60,75.99,60.91,Low Demand
2025-10,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,102.0,7.8,223,4.52,23.18,8.17,10.0,60,56.89,59.34,Low Demand
2025-11,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,44.0,6.49,214,4.42,28.3,9.91,10.9,60,65.08,65.26,Moderate Demand
2025-12,BK004,Madol Duwa,Martin Wickramasinghe,978-955-1234-03-6,Children's,Kandy,33.0,6.61,245,4.62,29.42,10.57,9.8,60,57.56,66.84,Moderate Demand
2025-01,BK005,Senkottan,Mahinda Prasad Masimbula,978-955-3031-15-8,Novel,Colombo,82.0,4.35,171,3.56,21.04,10.32,10.1,70,59.35,48.88,Low Demand
2025-02,BK005,Senkottan,Mahinda Prasad Masimbula,978-955-3031-15-8,Novel,Colombo,99.0,5.54,170,3.82,23.7,10.02,9.9,70,46.86,48.58,Low Demand
2025-03,BK005,Senkottan,Mahinda Prasad Masimbula,978-955-3031-15-8,Novel,Colombo,105.0,5.91,192,4.03,21.08,9.3,9.3,70,45.9,50.0,Low Demand
2025-04,BK005,Senkottan,Mahinda Prasad Masimbula,978-955-3031-15-8,Novel,Colombo,41.0,6.56,229,3.71,32.46,8.88,24.3,70,65.42,56.43,Low Demand
2025-05,BK005,Senkottan,Mahinda Prasad Masimbula,978-955-3031-15-8,Novel,Colombo,89.0,6.67,217,3.67,32.12,6.42,19.9,70,58.07,50.47,Low Demand
2025-06,BK005,Senkottan,Mahinda Prasad Masimbula,978-955-3031-15-8,Novel,Colombo,107.0,4.61,187,3.95,32.06,7.46,9.1,70,52.25,50.15,Low Demand
2025-07,BK005,Senkottan,Mahinda Prasad Masimbula,978-955-3031-15-8,Novel,Colombo,50.0,6.82,211,3.89,29.54,8.12,9.4,70,45.44,53.95,Low Demand
2025-08,BK005,Senkottan,Mahinda Prasad Masimbula,978-955-3031-15-8,Novel,Colombo,71.0,5.85,261,3.92,43.08,10.05,10.4,70,57.84,54.85,Low Demand
